ticket_id,subject,body,customer_id,customer_tier,product,source_channel,created_at,repo_name,issue_url,issue_state,github_labels
GH-390485085,document regarding git_time_t should be clear about its unit,"### Reproduction steps

This is a documentation bug. Wherever the type git_time_t is mentioned in the document or in the example, there is no mentioning of its unit. 

Is this the milliseconds since the Epoch or the seconds since the Epoch?



https://github.com/libgit2/libgit2/commit/b5c00c6d41ff4eb809f7deda38fe61ccaacb7cbf

https://libgit2.org/libgit2/#HEAD/group/signature/git_signature_new

Similarly in examples, large, incomprehensible integers are used for git_time_t, hard to understand what they mean.

https://libgit2.org/libgit2/ex/HEAD/general.html#git_signature_new-80


  git_signature_new(&author,
      ""Scott Chacon"", ""schacon@gmail.com"", 123456789, 60);
  git_signature_new(&committer,
      ""Scott A Chacon"", ""scott@github.com"", 987654321, 90);


### Expected behavior

The document should be clear about the type's meaning. the current description ""time when the action happened"" isn't a very useful guide on using this api.

### Actual behavior

### Version of libgit2 (release number or SHA1)
b5c00c6d41ff4eb809f7deda38fe61ccaacb7cbf
### Operating system(s) tested
n/a",shi-yan,Standard,libgit2/libgit2,GitHub Issue,2018-12-13T01:55:40Z,libgit2/libgit2,https://github.com/libgit2/libgit2/issues/4908,closed,"up for grabs, easy fix, documentation"
GH-569050931,Unable to use guard in `handle_event/3`,"We are unable to pattern match in the function declaration and use the resulting assignments in a guard.

For example, this code:

```elixir
def handle_event(event, %{""id"" => id}, socket) when id in [""foo""] do
  {:noreply, socket}
end
```

...raises the following compiler error:

```
== Compilation error in file lib/fe_web/live/editor.ex ==
** (CompileError) lib/fe_web/live/editor.ex:765: cannot find or invoke local id/0 inside guard. Only macros can be invoked in a guard and they must be defined before their invocation. Called as: id()
    (stdlib 3.11) lists.erl:1354: :lists.mapfoldl/3
    (elixir 1.10.1) expanding macro: Kernel.in/2
    (fe_web 0.1.0) lib/fe_web/live/editor.ex:765: FeWeb.Editor.__has_event_handler__?/1
    (surface 0.1.0) lib/editor.ex:1: Surface.EventValidator.__before_compile__/1
    (elixir 1.10.1) lib/kernel/parallel_compiler.ex:233: anonymous fn/4 in Kernel.ParallelCompiler.spawn_workers/7
```

Guards still work if you are not pattern matching and assigning variables from inside of a map. For example, this still works:

```elixir
def handle_event(event, _data, socket) when event in [""foo""] do
  {:noreply, socket}
end
```",cadebward,Standard,surface-ui/surface,GitHub Issue,2020-02-21T16:18:41Z,surface-ui/surface,https://github.com/surface-ui/surface/issues/41,closed,bug
GH-2068788571,Match options overridden,"When resolving merge conflicts within https://github.com/crystal-lang/crystal/pull/13353/commits/a77c516812a85d2855e382995d5ebbb45e7c550b, it was missed that `#split` and `#scan` override the `options` variable to `None` regardless of what the user passed in. I can't imagine this being expected behavior.

This leads to some subtle bugs such as:
```crystal
""Hello, World"".rindex(/[ ]+/, options: :anchored) # => 6
```
when it should in fact be `nil`.",Blacksmoke16,Standard,crystal-lang/crystal,GitHub Issue,2024-01-06T19:17:02Z,crystal-lang/crystal,https://github.com/crystal-lang/crystal/issues/14177,closed,"kind:bug, good first issue, topic:stdlib:text"
GH-507251228,Make (at least a subset of) vimtex functionality available from within bib files,"I understand that vimtex's documentation states that it is not a `ftplugin` for `bib` files. 

It is so common a workflow to edit `bib` files when working on a latex project. Can at least a subset of functionality be made available from within `bib` files? The following should be harmless

- make the text objects available (particularly useful in 'symbols' bib file for `bib2gls`)
- syntax highlighting
- interface to the compiler (maybe all main file detection routines except the magic comments)
- indentation

I'd leave the sort-by-key, validation, linting etc  to specialised bib tools, but clearly one could argue that a latex plugin isn't complete with some bib support. (especially since vimtex has gone so far to support `listings, minted, subfiles` and other external packages)",krishnakumarg1984,Standard,lervag/vimtex,GitHub Issue,2019-10-15T13:38:03Z,lervag/vimtex,https://github.com/lervag/vimtex/issues/1517,closed,enhancement
GH-1377847017,"Pressing ""Search"" again while viewing duplicates freezes UI","Czkawka Flatpak v5.0.2
Linux Mint 20.3 Cinnamon

1. Open Czkawka and select /home/username folder (mine's about 250GB)
2. Select ""Duplicate files"" from the sidebar and click the ""Search"" button
3. Wait for it to finish (there will be a popup showing progress)
4. Delete some duplicate files manually (i.e. open them from the File Explorer and send them to Trash, or use `rm` from the terminal
5. Got back to Czkawka and press ""Search"" again 
6. UI freezes

There is no popup showing progress. Not sure if there is a scan happening, but I've left it on for about 20 mins and it hasn't finished.

There should either be a popup showing the (re)scan progress (if that's what's happening) or otherwise, the ""Search"" button label should change. The UI is also completely unresponsive and I had to just force quit the program.",AndreiMiculita,Standard,qarmin/czkawka,GitHub Issue,2022-09-19T12:02:56Z,qarmin/czkawka,https://github.com/qarmin/czkawka/issues/838,closed,bug
GH-607048693,Typo?,"This might be really trivial or small but I just want to know this this right here https://github.com/crystal-lang/crystal/blob/4401e90f001c975838b6708cc70868f18824d1e5/src/string.cr#L3703 is a typo or not
""ond""",TorchedSammy,Standard,crystal-lang/crystal,GitHub Issue,2020-04-26T16:11:23Z,crystal-lang/crystal,https://github.com/crystal-lang/crystal/issues/9181,closed,"kind:bug, kind:docs, good first issue"
GH-1550951448,Floating hint textblock cut off for right-aligned fields,"### Bug explanation

Bug possibly introduced with #3041 

When setting a HorizontalContentAlignment to right, the hint is cut off as it matches the width of the entered text.

![image](https://user-images.githubusercontent.com/19147840/213723783-8e14ae3c-5b2e-4f26-8c91-72ad2e81210b.png)

When entering longer text, the hint expands to show the full text but given the width of the Textbox it should always be visible.

![image](https://user-images.githubusercontent.com/19147840/213723942-7edaa70f-2585-48b3-8bff-d9abe135989b.png)



### Version

4.7.1",yosefmah,Standard,MaterialDesignInXAML/MaterialDesignInXamlToolkit,GitHub Issue,2023-01-20T14:36:01Z,MaterialDesignInXAML/MaterialDesignInXamlToolkit,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit/issues/3055,closed,bug
GH-505520148,Ajax requests not setting additional HTTP headers,"When performing an Ajax request, additional HTTP headers are discarded; in particular, the following code does not set the header `X-My-HTTP-Header` (checking in Chrome's Developer Tools, the header does not appear).
```js
$.ajax({
    method: ""GET"",
    url: ""/example"",
    headers: {""X-My-HTTP-Header"": ""HelloHeader""}
});
```


After some debugging, I discovered that the problem may be a wrong call to `$.each` in line 1874 of [this file](https://cdn.metroui.org.ua/v4/js/metro.js) (or, if I understand correctly the project building process, in line 1859 of [m4q.js](https://github.com/olton/Metro-UI-CSS/blob/master/source/m4q/m4q.js)). The particular portion of code is
```js
if (p.headers) {
    $.each(function(k, v){
        xhr.setRequestHeader(k, v);
        headers.push(k);
    });
}
```
Adding the missing `p.headers` in the `$.each` function call would solve the problem:
```js
if (p.headers) {
    $.each(p.headers, function(k, v){
        xhr.setRequestHeader(k, v);
        headers.push(k);
    });
}
```",mclytar,Standard,olton/Metro-UI-CSS,GitHub Issue,2019-10-10T21:26:49Z,olton/Metro-UI-CSS,https://github.com/olton/Metro-UI-CSS/issues/1427,closed,"bug, Fixed"
GH-1693626672,"apple.zsh-theme, broken apple () sign MacOS","### Describe the bug

in the latest version of apple.zsh-theme, the ""deprecated"" apple logo was replaced, and it doesn’t seem to show up properly. 



### Steps to reproduce

On my Mac it looks like so:
<img width=""50"" alt=""image"" src=""https://user-images.githubusercontent.com/123403376/235865271-98fa1c95-3e19-4994-bcf8-a2e321b25f52.png"">
Even when inspected on GitHub, there seems to be an issue:
![image](https://user-images.githubusercontent.com/123403376/235865014-b0c17d44-d284-401c-ba20-0c6e7a6f82f7.png)

### Expected behavior

Changing the code by using the Option+Shift+K shortcut to type the  logo fixes the issue for me:
<img width=""136"" alt=""image"" src=""https://user-images.githubusercontent.com/123403376/235866345-c0bcc7ea-14db-4c7f-831d-3ee6629747b3.png"">

### Screenshots and recordings

_No response_

### OS / Linux distribution

macOS 13.3.1 (a)

### Zsh version

5.9

### Oh My Zsh version

master (dab09cc)

### Terminal emulator

Default macOS Terminal

### If using WSL on Windows, which version of WSL

None

### Additional context

_No response_",cybernester,Standard,ohmyzsh/ohmyzsh,GitHub Issue,2023-05-03T08:33:45Z,ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/issues/11665,closed,Bug
GH-1051824705,I have a lot of problems with ERB,"I decided to move my project to a newer version of the ERB, but I get all kinds of errors, even at the point of installing packages.
I'm 99% sure I'm the problem, but I can't find the solution.

- Error loading fonts
- Error loading less (I added the less-loader to the webpack config)
- Error installing packages
- Error compilling

![image](https://user-images.githubusercontent.com/81296950/141453760-b3c1242b-bf53-440c-9846-59a27f4bf6d1.png)

![image](https://user-images.githubusercontent.com/81296950/141454035-88af5f09-ccd1-400f-a034-2b0447e98771.png)

This is the third time I have had the headache of trying to migrate a project to a new version of ERB (as of this writing)

The packages I installed:

- antd
- axios
- uuid
- classnames
- discord-rpc
- electron-dl
- formik
- fs-extra
- json-prune
- imgur
- less
- less-loader
- node-localstorage

Please help me, I don't understand something.

Thanks",LIMPIX31,Standard,electron-react-boilerplate/electron-react-boilerplate,GitHub Issue,2021-11-12T10:45:54Z,electron-react-boilerplate/electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate/issues/3036,closed,bug
GH-511338873,Non-empty files filled with zeros,"A few reports of desktop app saving files with a reasonable looking file size, but the content is all zeros.",davidjgraph,Standard,jgraph/drawio-desktop,GitHub Issue,2019-10-23T13:52:10Z,jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop/issues/170,closed,bug
GH-2277808281,Spring version mismatch between master and latest ?,"## Describe the Bug
Pulling image openzipkin/zipkin:latest yield
spring-boot-3.2.4
spring - 6.1.5

in master the pom.xml stated
    <spring-boot.version>3.2.5</spring-boot.version>
    <spring.version>6.1.6</spring.version>

There are critical vulnerability with 6.1.5 that is fixed in 6.1.6
CVE-2024-22243
CVE-2024-22259
CVE-2024-22262

## Steps to Reproduce
just pull the image and inspect BOOT-INF/lib seeing 
spring-boot-3.2.4.jar
spring-core-6.1.5.jar

## Expected Behaviour
spring-boot should be at 3.2.5 and spring should be at 6.1.6",weiluo8791,Standard,openzipkin/zipkin,GitHub Issue,2024-05-03T14:32:21Z,openzipkin/zipkin,https://github.com/openzipkin/zipkin/issues/3768,closed,bug
GH-2450786537,[Bug]: Incorrect definition of date data type,"### Is the bug applicable and reproducable to the latest version of the package and hasn't it been reported before?

- [X] Yes, it's still reproducable

### What version of Laravel Excel are you using?

3.1.47

### What version of Laravel are you using?

9.49.0

### What version of PHP are you using?

8.2.20

### Describe your issue

In the excel file, the sum_usd field was mistakenly set as a data type as a date without a year, and looks like a simple floating-point number. The bug is that the library defined it as a large number (check image)
![Снимок экрана 2024-08-06 в 15 37 03](https://github.com/user-attachments/assets/74f9fc7a-709d-4484-a2b7-1d2ecab76ee0)
I tried to parse this file using another library, and it determined the data type correctly
file to reproduce:
[new testc.xlsx](https://github.com/user-attachments/files/16510259/new.testc.xlsx)


### How can the issue be reproduced?

file attached

### What should be the expected behaviour?

type should be determined correcty",Kladislav,Standard,SpartnerNL/Laravel-Excel,GitHub Issue,2024-08-06T12:39:52Z,SpartnerNL/Laravel-Excel,https://github.com/SpartnerNL/Laravel-Excel/issues/4180,closed,bug
GH-1192819568,Gradient fill doesn't work in iOS but it works correctly in Web & Android,"<!--
## Lottie-iOS Issue
Hello! Sorry you're having an Issue! Please help us make Lottie better by filling everything below out with as much information as you can, so we can try to reproduce and fix the issue!
-->

## Check these before submitting:
- [x] The issue doesn't involve an [Unsupported Feature](https://github.com/airbnb/lottie-ios/blob/master/README.md#supported-after-effects-features)
- [x] This issue isn't related to another open issue

## This issue is a:
- [x] Non-Crashing Bug (Visual or otherwise)
- [ ] Crashing Bug
- [ ] Feature Request
- [ ] Regression (Something that once worked, but doesn't work anymore)

## Which Version of Lottie are you using?

Lottie 3.3.0

## What Platform are you on? 
<!-- (Specify Platform Version) -->
- [ ] MacOS
- [x] iOS

## What Language are you in?
- [x] Swift
- [ ] Objective-C

## Expected Behavior 

![Screen Shot 2022-04-05 at 15 39 19](https://user-images.githubusercontent.com/17875522/161713957-85965c66-9317-4643-aa32-224ab892bd77.png)


## Actual Behavior

![Screen Shot 2022-04-05 at 10 10 07](https://user-images.githubusercontent.com/17875522/161713993-6a8a6281-0098-4c23-ba38-9931f34908fb.png)


## Code Example
n/a

## Animation JSON

I sent the email with title
```
#1541 - Gradient fill doesn't work in iOS but it works correctly in Web & Android
```",markgravity,Standard,airbnb/lottie-ios,GitHub Issue,2022-04-05T08:42:14Z,airbnb/lottie-ios,https://github.com/airbnb/lottie-ios/issues/1541,closed,bug
GH-347069647,Stale index pattern cache on client when Index-patterns loaded via server API calls,"**Kibana version:** Master

**Steps to reproduce:**
1. Start with a fresh `.kibana` index that does not have any saved objects
2. Load index-pattern saved objects from either a beat or from kibana at `/app/kibana#/home/tutorial/apm` using the ""Load kibana objects"" button
3. Go to discover application. Notice the error message `No matching indices found: No indices match pattern ""apm-*""`, yet if you go to the saved object management page, there is an index-pattern with the title ""apm-*""

<img width=""1228"" alt=""screen shot 2018-08-02 at 9 39 28 am"" src=""https://user-images.githubusercontent.com/373691/43594670-0d4f444c-9638-11e8-8572-67ad7c880fe9.png"">",nreese,Standard,elastic/kibana,GitHub Issue,2018-08-02T15:45:13Z,elastic/kibana,https://github.com/elastic/kibana/issues/21596,closed,"bug, blocker, v6.4.0"
GH-1342933907,Page jumps when recharts tries to render tooltip that doesn't fit into view,"- [x] I have searched the [issues](https://github.com/recharts/recharts/issues) of this repository and believe that this is not a duplicate.

### Reproduction link
[![Edit on CodeSandbox](https://codesandbox.io/static/img/play-codesandbox.svg)](https://codesandbox.io/s/tooltip-2-1-13-jumping-88q51f?file=/src/App.tsx)

### Steps to reproduce
scroll to the bottom so that the chart is barely visible, then move your mouse to the chart

### What is expected?
I would expect the tooltip to render outside of the view, without page jumping

### What is actually happening?
Once you hover on a chart, recharts tries to render the tooltip and scrolls view to make the tooltip fit into the view

![Untitled](https://user-images.githubusercontent.com/4257937/185380069-0eca235e-0618-4c5d-b1a8-683640e46bdb.gif)


| Environment | Info |
|---|---|
| Recharts | v2.1.13 |
| React | 17.0.1 |
| System | macOS Montrey 12.4 |
| Browser | Chrome Version 104.0.5112.79 (Official Build) (x86_64) |

---


<!-- generated by reccharts-issue-helper. DO NOT REMOVE -->",liubko,Standard,recharts/recharts,GitHub Issue,2022-08-18T11:02:07Z,recharts/recharts,https://github.com/recharts/recharts/issues/2943,closed,bug
GH-2291455693,Property setNamespace not found on String and there is no default value.,"### Describe the bug

Trying to run an Adobe Flex application generates the following error:
ERROR core\src\avm2\events.rs:428 Error dispatching event EventObject(EventObject { type: ""load"", class: mx.rpc.soap::LoadEvent, ptr: 0xa362968 }) to handler FunctionObject(FunctionObject { ptr: 0x513260 , name: Ok(""com.terna.utils::WebService/InternalLoadHandler()"") }) : ReferenceError: Error #1069: Property setNamespace not found on String and there is no default value.

The custom function ""com.terna.utils::WebService/InternalLoadHandler()"" is nothing more than a handler of the ""mx.rpc.soap::LoadEvent"" event which should be invoked by the ""mx.rpc.soap.mxml.WebService()"" class when you want to invoke a SOAP WebService, at the time the WSDL is loaded, after the ""loadWSDL"" method has been executed.

The error also occurs when leaving the event handler empty, so it probably occurs right before or right after its invocation.

### Expected behavior

No exception and correct management of WSDL loading and parsing.

### Content Location

It's a complex application that cannot be run outside the enteprise environment because of early interaction with Electron runtime and integration web services.

### Affected platform

Self-hosted version

### Operating system

Windows 10

### Browser

Firefox 125

### Additional information

_No response_",falpi,Standard,ruffle-rs/ruffle,GitHub Issue,2024-05-12T18:52:53Z,ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle/issues/16298,closed,"bug, avm2, xml"
GH-2147105902,Icons not found,"<!-- ⚠️ Please DON'T ignore the issue template -->

<!-- 💡 Consider upgrading to the latest version before sending the issue -->

**Describe the bug**
I am trying to add icons to my slides, but it is not working. I am using the component as in the guide:
`<uim-rocket class=""text-3xl text-orange-400 animate-ping"" />`

And the next error appears:
`Internal server error: Icon 'uim/rocket' not found`

**Desktop (please complete the following information):**
 - OS: Ubuntu
 - Browser: Firefox 
 - Slidev version: v0.48.0-beta.5",carlogarro,Standard,slidevjs/slidev,GitHub Issue,2024-02-21T15:52:43Z,slidevjs/slidev,https://github.com/slidevjs/slidev/issues/1323,closed,"bug, has workaround"
GH-2387083036,Tree expand issue in DevTools,"### Describe the bug

In the DevTools, if we want to expand a node without selecting the node first, the scrollviewer return to the offset Y 0. this is annoying when the tree is deep like in this gif :

![tree expand in devtools](https://github.com/AvaloniaUI/Avalonia/assets/4248852/b985f41e-47d1-42e3-a54a-b064ad738f9f)



### To Reproduce

activate the DevTools, open some nodes in the tree without selecting the node

### Expected behavior

The expected behaviour (like in 0.10.x) is to be able to open a node without selecting it and stay at the current offset Y

### Avalonia version

11.0.10 11.0.11 11.1.xxx

### OS

Windows, macOS

### Additional context

_No response_",Whiletru3,Standard,AvaloniaUI/Avalonia,GitHub Issue,2024-07-02T20:13:47Z,AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia/issues/16204,closed,"bug, area-dev-tools"
GH-1315110128,Purge: SQL error is displayed when the photo ID of a file is missing,"#### 1. What is not working as documented?

sql error in log

`ERRO[2022-07-22T14:46:13Z] files: Error 1052: Column 'photo_uid' in where clause is ambiguous (regenerate photo_taken_at)`

#### 2. How can we reproduce it?

Steps to reproduce the behavior:

run purge command

#### 3. What behavior do you expect?

no sql error 

#### 4. What could be the cause of your problem?

#### 5. Can you provide us with example files for testing, error logs, or screenshots?

https://gist.github.com/centralhardware/db6dfd610500784a8ea3c9ed9e333a06

#### 6. Which software versions do you use?

(a) PhotoPrism Architecture & Build Number: lastest docker - 220629-5d7448d2-Linux-AMD64

(b) Database Type & Version:  Version: '10.7.4-MariaDB-1:10.7.4+maria~focal'

#### 7. On what kind of device is PhotoPrism installed?

#### 8. Do you use a Reverse Proxy, Firewall, VPN, or CDN?

If yes, please specify type and version. You can skip this if you are reporting a completely unrelated issue.",centralhardware,Standard,photoprism/photoprism,GitHub Issue,2022-07-22T14:55:21Z,photoprism/photoprism,https://github.com/photoprism/photoprism/issues/2540,closed,"bug, released, tested"
GH-1613881038,Cannot click tiles to move objects,"#### Brief description of the issue
When pulling an item, like a crate, you were able to click a tile to move it there. It does not seem to work anymore.
#### What you expected to happen
Move a crate from tile A to tile B by clicking on tile B while pulling the crate.
#### What actually happened
Absolutely nothing.
#### Steps to reproduce
Pull an object. Click a turf. Nothing happens.
#### Additional info:
 - **Server Revision**: Found using the ""Show Server Revision"" verb under the OOC tab.
 - **Anything else you may wish to add** (Location if it's a mapping issue, etc)",Sypsoti,Standard,PolarisSS13/Polaris,GitHub Issue,2023-03-07T17:17:26Z,PolarisSS13/Polaris,https://github.com/PolarisSS13/Polaris/issues/9037,closed,Bug
GH-2044300153,Changing the Email Address of a Invited Expense,"**Describe the bug**

This issue was reported at the slack thread; https://opencollective.slack.com/archives/GFH4N961L/p1702663040491629. Trying to change the email address of an already submitted expense invite seems to error out giving; 

![image](https://github.com/opencollective/opencollective/assets/12435965/d3ab8d2b-ffd3-41ab-a3c2-d975efbc99be)

**To Reproduce**
Steps to reproduce the behavior:
1. Go to a collective and invite an expense (make sure to choose a non existing user on the platform; i.e: set the name and email manually)
2. Go to the draft expense submitted and click on the actions button and edit the expense
3. Change the email address and try to save
4. See error

**Expected behavior**

A payout method should not be expected from an expense that is invited; since the user is going to set the payout method in the future.",SudharakaP,Standard,opencollective/opencollective,GitHub Issue,2023-12-15T19:57:24Z,opencollective/opencollective,https://github.com/opencollective/opencollective/issues/7163,closed,"bug, frontend, P2"
GH-1092479969,error occurred when joining <channel> with user token,"# Bug report

Have secure channels turned on with JWT and this has been working fine for some time (sending the JWT in as param apikey).

However, following a recent update to the realtime server project we are now getting an error joining channels:

`error occurred when joining <channel> with user token`.

I have updated the JS client and attempted to use the JWT as the `user_token` but this had no effect.

I may be missing something obvious but the docs were not immediately clear and I couldn't find any additional info related to this error.

## Additional context

`
{""event"":""phx_reply"",""payload"":{""response"":{""reason"":""error occurred when joining realtime:<redacted> with user token""},""status"":""error""},""ref"":""3"",""topic"":""realtime:<redacted>""}
`",neilkinnish,Standard,supabase/realtime,GitHub Issue,2022-01-03T12:43:17Z,supabase/realtime,https://github.com/supabase/realtime/issues/217,closed,bug
GH-1355848673,Generating on Finetuned M2M100 models,"Hi, 

When I generate from a model finetuned from M2M100, it shows that: 
RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument index in method wrapper__index_select)

How to fix this issue?

Thanks!",i55code,Standard,facebookresearch/fairseq,GitHub Issue,2022-08-30T14:20:19Z,facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/4677,closed,"bug, needs triage"
GH-2167742641,Mouse and keyboard input out of sync after popup window,"### Please fill out the following:
- **Sway Version:**
sway version 1.10-dev-5e18ed3c (Mar  4 2024, branch 'master')

- **Debug Log:**
In comment

- **Description:**

This is a regression because this didn't occur before.

Steps to reproduce
  - Open up vscode
  - Open a popup
  - Mouse input now is nowhere to be found
    - Need to go through each individual window to find where the mouse input is to restore mouse input
  - Keyboard input continues to work correctly dispite mouse input not sending events to correct window


Video: 
https://github.com/swaywm/sway/assets/8345320/50356754-1136-469b-8d2d-d758140318e4",kamiyaa,Standard,swaywm/sway,GitHub Issue,2024-03-04T20:59:51Z,swaywm/sway,https://github.com/swaywm/sway/issues/8036,closed,bug
GH-475623692,[Bug Report] No margin between the prepend-icon and v-text-field / v-select when RTL is enabled,"### Environment
**Vuetify Version:** 2.0.3
**Last working version:** 1.5.16
**Vue Version:** 2.6.10
**Browsers:** Google Chrome
**OS:** Windows 10

### Steps to reproduce
Use a v-text-field /v-select (checked with these controls, but might be not isolated to them) with prepend-icon and RTL enabled.

### Expected Behavior
A margin between the icon and the field.

### Actual Behavior
There's a margin from the right side of the icon, i.e. RTL is not taken into account.

### Reproduction Link
<a href=""https://codepen.io/desya/pen/eqRxJE"" target=""_blank"">https://codepen.io/desya/pen/eqRxJE</a>


<!-- generated by vuetify-issue-helper. DO NOT REMOVE -->",desyatnik,Standard,vuetifyjs/vuetify,GitHub Issue,2019-08-01T11:15:47Z,vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify/issues/8241,closed,"T: bug, good first issue, C: VInput, rtl"
GH-678673074,Can't edit an asset from SELECT section when it's not loaded in the BROWSE section,"<!--
Hello 👋 Thank you for submitting an issue.

Before you start, please make sure your issue is understandable and reproducible.
To make your issue readable make sure you use valid Markdown syntax.

https://guides.github.com/features/mastering-markdown/

Please ensure you have also read and understand the contributing guide.

https://github.com/strapi/strapi/blob/master/CONTRIBUTING.md#reporting-an-issue
-->

**Describe the bug**
When I try to edit an already uploaded file from within the ""selected assets"" view, I get a JS error indicating it can't find my selected file.

**Steps to reproduce the behavior**

1. Go to a content type with a ""multiple media"" field
2. Click on the ""+"" icon to ""add a new file""
3. Click on the ""selected"" tab
4. Click on the edit icon of a selected image

**Expected behavior**
I expect an edit view on the selected file to open where I can edit the files name, alternative text etc.

**Screenshots**
![Screenshot_20200813_205528](https://user-images.githubusercontent.com/11271614/90175245-6ca12b00-dda7-11ea-969e-cd7ab5dbb0dd.png)
![Screenshot_20200813_205823](https://user-images.githubusercontent.com/11271614/90175460-c0ac0f80-dda7-11ea-9c0e-93b94c8c7c91.png)

**System**

- Node.js version: v14.5.0
- NPM version: 6.14.6
- Strapi version: 3.1.4
- Database: sqlite
- Operating system: Manjaro linux",wesselvanderlinden,Standard,strapi/strapi,GitHub Issue,2020-08-13T19:10:09Z,strapi/strapi,https://github.com/strapi/strapi/issues/7458,closed,"issue: bug, severity: medium, good first issue, source: core:upload"
GH-369888797,Fixing the rendering of the Constraints section in the docs.,"https://keras.io/constraints/ is badly rendered. There is a lot of text missing. This can come from one of those two things:

The file https://github.com/keras-team/keras/blob/master/docs/autogen.py which is responsible for grabbing the docstrings and making a markdown file.

The file https://github.com/keras-team/keras/blob/master/keras/constraints.py if something has a strange syntax.

Actually it is also possible to use git bisect (magical tool, incredibly useful) to pinpoint which commit broke this page in the documentation. This is a good opportunity to learn how to use it. Once we know which commit broke the page, it will be easy to find out how to fix it. To learn how to use git bisect, see https://www.metaltoad.com/blog/beginners-guide-git-bisect-process-elimination .",gabrieldemarmiesse,Standard,keras-team/keras,GitHub Issue,2018-10-14T10:31:18Z,keras-team/keras,https://github.com/keras-team/keras/issues/11382,closed,"stat:contributions welcome, type:docs, Good first issue"
